px[m],py[m],Bp,Bv,Bh,o,index,s
56.26402532488488,120.2715180438532,30.95231037110571,33.69884777448809,32.482620159911725,0,1685336688735.0,1.0
56.26146122089759,120.27955780679716,31.2688963321433,33.89513887763161,32.43429991888923,0,1685336688777.0,1.0
56.2585503350533,120.2880161966048,31.2688963321433,34.03627744523987,32.398118207281755,0,1685336688784.0,1.0
56.249189234584,120.29764315504372,31.567275875571696,34.20015080446318,32.34215287030709,0,1685336688826.0,1.0
56.232376364752696,120.3090702399077,31.57091409389139,34.34220064933017,32.2846973965061,0,1685336688915.0,1.0
56.20710260967175,120.32530465295508,31.57091409389139,34.61019231781032,32.16102756118294,0,1685336688920.0,1.0
56.184095749728,120.34008647187204,33.66073772742929,35.015905745207114,31.9658534352804,0,1685336689049.0,2.0
56.17587615377116,120.34522262985988,33.66073772742929,35.45088572905409,31.745398311955867,0,1685336689050.0,2.0
56.14016162596933,120.36785449692684,33.587856047838,35.95012058069587,31.48407412095613,0,1685336689055.0,2.0
56.09968075604706,120.3942242713317,33.587856047838,36.45576869523578,31.175733670187736,0,1685336689059.0,2.0
56.07752851441275,120.4085925543555,33.587856047838,36.95192599714626,30.823587008876657,0,1685336689065.0,2.0
56.05435445733302,120.4235097305174,33.587856047838,37.49249308698875,30.418236170242785,0,1685336689066.0,2.0
56.00591976239289,120.4544811819151,34.07116203249777,38.059318692198914,29.958101817101017,0,1685336689138.0,2.0
55.955639057708325,120.48600766370458,34.07116203249777,38.662708162365426,29.455907438040743,0,1685336689145.0,2.0
55.90438578424804,120.51639208744066,35.899517327446986,39.307770192984556,28.909571252797853,0,1685336689231.0,2.0
55.854153800536736,120.5432588164832,35.15494258673786,39.97358900852513,28.31062595981057,0,1685336689236.0,2.0
55.80820435208986,120.56386900537272,36.443740166536045,40.66298349120145,27.660511983731347,0,1685336689323.0,2.0
55.77138745914729,120.57887011153775,36.443740166536045,41.46108399146043,26.94457347875204,0,1685336689330.0,2.0
55.74805075149281,120.58828619767904,36.53889936745942,42.37262400526596,26.159650584833734,0,1685336689362.0,2.0
55.74350491917116,120.5896752206857,37.24439483628328,43.359045388590104,25.312657915526643,0,1685336689454.0,2.0
55.73218901120599,120.5919157670227,37.24439483628328,44.443107738550424,24.398456874234945,0,1685336689455.0,2.0
55.71769730721908,120.59293123494592,37.378272349918035,45.5716147113108,23.42108769753741,0,1685336689462.0,2.0
55.70145732985179,120.59461634250152,37.335100353890255,46.741464380621906,22.379831365114995,0,1685336689496.0,2.0
55.69086387331269,120.59693710387435,37.335100353890255,47.998940727893945,21.267321128235977,0,1685336689502.0,2.0
55.68099036627112,120.5980198236015,40.44494575862771,49.33315154590423,20.08328649716463,0,1685336689597.0,2.0
55.66889909925061,120.60243447377178,40.44494575862771,50.311493500692364,19.220398247297485,0,1685336689598.0,2.0
55.64997798343292,120.61118307661675,42.8111865583201,50.896076768382784,18.716819113313655,0,1685336689679.0,2.0
55.61617746547773,120.628638255732,42.8111865583201,51.28260092324601,18.38753712830492,0,1685336689685.0,2.0
55.569670074439486,120.65319843493168,44.363534579548585,51.34765166688678,18.34549836241919,0,1685336689814.0,2.0
55.51924515284426,120.6777825089292,44.721731017539184,51.351667611700066,18.362230056035877,0,1685336689826.0,2.0
55.46244396197776,120.70379325730676,44.721731017539184,51.304265717652676,18.42844811022984,0,1685336689828.0,2.0
55.39870813544273,120.73127065873206,45.67013898428387,50.963403815388254,18.7608701461168,0,1685336689839.0,2.0
55.32970639265345,120.75770728581996,46.322945731277244,50.37709029317934,19.317563331934803,0,1685336689859.0,2.0
55.258605059609664,120.78253989846016,47.68877077864731,49.840118975192894,19.817293155688724,0,1685336689953.0,2.0
55.19214915863191,120.80731916583764,47.68877077864731,49.3427067606529,20.267609301950085,0,1685336689956.0,2.0
55.15336600175085,120.82424345101496,49.03397040485406,48.76961650967614,20.780844812849526,0,1685336690038.0,3.0
55.143105409193566,120.82945549010154,49.03397040485406,48.188374532013555,21.291986720300912,0,1685336690039.0,3.0
55.11446162608336,120.8427232800189,49.03397040485406,47.354000298294785,22.030354342149955,0,1685336690044.0,3.0
55.11002510935069,120.8445085440608,48.21629738396385,46.24698890695916,23.014355969290996,0,1685336690127.0,3.0
55.10126034303991,120.85090393513784,48.21629738396385,45.04082627277909,24.079866234969725,0,1685336690128.0,3.0
55.09051883847319,120.86125733934443,44.75934450914457,43.676576770028966,25.28187778363885,0,1685336690134.0,3.0
55.082311448238,120.86994326753498,37.59125458628837,42.71589666238744,26.150360265796753,0,1685336690176.0,3.0
55.07303457632069,120.87753741548492,37.59125458628837,42.23079155021626,26.623067853703663,0,1685336690185.0,3.0
55.05369640053435,120.88521204750938,33.76379552380068,41.912260838029596,26.962788840614436,0,1685336690264.0,3.0
55.01820123238784,120.89691058394403,33.76379552380068,41.92453157813923,27.031647057354387,0,1685336690271.0,3.0
54.97006223871695,120.91407597613446,32.55750259229505,41.980844996754875,27.065444244596755,0,1685336690354.0,3.0
54.9164045873186,120.9343337114566,32.57456468297855,42.061913536862924,27.080727173264215,0,1685336690360.0,3.0
54.85795278712263,120.9587596195648,33.02595308008854,42.45908080802552,26.835348674380022,0,1685336690409.0,3.0
54.79504124224138,120.9886966887678,36.09077581876957,43.118386020596866,26.373676937646888,0,1685336690488.0,3.0
54.72950729027008,121.02369018526414,36.09077581876957,43.56653698770137,26.099561732447857,0,1685336690493.0,3.0
54.66247896587839,121.06273726028888,36.62466795291067,43.8049446707896,26.01265841806517,0,1685336690533.0,3.0
54.59728396838965,121.10248103309767,36.68053504007432,44.030605028203226,25.943886787417586,0,1685336690538.0,3.0
54.539114504838366,121.13487596214438,38.669629034127894,44.12924777209893,25.99106248775098,0,1685336690623.0,3.0
54.49870572466173,121.15202268878296,38.669629034127894,44.46042963231251,25.84944599786956,0,1685336690630.0,3.0
54.47628617333892,121.1566149587994,39.56745208685996,45.05135685555824,25.495974855250992,0,1685336690714.0,3.0
54.45381776498121,121.15571890955836,39.56745208685996,45.631610563570135,25.160804426403065,0,1685336690720.0,3.0
54.433716858876224,121.15676254911308,41.171631150229985,46.284556631853484,24.773420007678652,0,1685336690802.0,3.0
54.42054168852711,121.16055349431473,41.171631150229985,46.79104345181775,24.478605415154913,0,1685336690808.0,3.0
54.40289498231746,121.16731849834028,41.95380917554067,47.101395057583744,24.314598494165566,0,1685336690846.0,3.0
54.37391888064609,121.1837569024312,41.704620591626906,47.3802081799652,24.161335460145388,0,1685336690894.0,3.0
54.32542563831518,121.21097375065958,41.155559353584906,47.5584043784504,24.065668538725042,0,1685336690938.0,3.0
54.2674520696694,121.24259203960248,40.41464760882042,47.701255002174896,23.996197987373733,0,1685336690984.0,3.0
54.20616835608455,121.27401505517376,40.41464760882042,47.82000385209281,23.944465938303082,0,1685336690988.0,3.0
54.13886371739481,121.30657620047609,40.64304589485519,47.81921130588753,23.968854613198246,0,1685336691072.0,4.0
54.0663225011627,121.34080078024128,40.791784141446485,47.71061269790094,24.06388976633825,0,1685336691076.0,4.0
53.99057526268338,121.37491114546528,45.392272629450744,47.75627633583571,24.036556153090793,0,1685336691160.0,4.0
53.91542131827151,121.40965500394888,45.392272629450744,47.963594279625944,23.879865180697685,0,1685336691168.0,4.0
53.85355937250722,121.4467358578211,46.12990008429594,48.21215639748938,23.684407618267134,0,1685336691207.0,4.0
53.816272766033336,121.47290093914016,47.4035850774235,48.56789631965534,23.40108424769835,0,1685336691256.0,4.0
53.801214694764994,121.48745789153564,47.5358173182734,48.85205937867113,23.157770263431743,0,1685336691297.0,4.0
53.78989214328196,121.50327956743592,48.227837772501346,49.05038685859066,22.96473570962478,0,1685336691301.0,4.0
53.78088661884091,121.51250263730302,50.72517010003743,49.30607780806397,22.71764491291605,0,1685336691343.0,4.0
53.76682070551088,121.52347744673024,52.60061052178082,49.578589885028826,22.445256322576416,0,1685336691431.0,4.0
53.73765644570972,121.53887612705088,52.491914003162066,49.735874663954576,22.252166165581084,0,1685336691438.0,4.0
53.68887846886825,121.56288207395936,49.87815552397619,49.78076271535543,22.13672428069614,0,1685336691526.0,4.0
53.631418562194426,121.59236457122071,49.87815552397619,49.74619088991331,22.07010093383289,0,1685336691530.0,4.0
53.56948669995971,121.6245850797743,44.8346239377947,49.59822816966231,22.07907425562697,0,1685336691566.0,4.0
53.50192725968796,121.66091540648506,39.36548902718077,49.44611096780053,22.078797579972036,0,1685336691616.0,4.0
53.43016526204947,121.7006632968764,37.06122714617631,49.29110792000981,22.067640528704842,0,1685336691660.0,4.0
53.355357181870616,121.74093269935037,37.06122714617631,49.048629063525425,22.111435205087332,0,1685336691666.0,4.0
53.28045185013022,121.77731198912494,35.27198312307851,48.73979667507139,22.193440277274433,0,1685336691751.0,4.0
53.21394487503011,121.80350167942548,35.27198312307851,48.403309621464096,22.279340602717888,0,1685336691753.0,4.0
53.16910095709315,121.81747375159978,37.63774337690934,48.03150892237077,22.37446234618397,0,1685336691840.0,4.0
53.141621054710896,121.81844516658876,37.63774337690934,47.61874940712755,22.48469535707501,0,1685336691845.0,4.0
53.1147432764225,121.81512408648608,37.59249951062813,47.17191761110721,22.603279994175406,0,1685336691884.0,4.0
53.09568591052812,121.81629329844596,38.70253795996875,46.642979924346626,22.769437419838837,0,1685336691975.0,4.0
53.08107859288761,121.81768509997391,38.70253795996875,46.028982680901095,22.98524797385702,0,1685336691981.0,4.0
53.07180189658865,121.82028254646951,39.64874710663264,45.358004697868324,23.22649490737865,0,1685336692016.0,4.0
53.05950383313122,121.82457197119204,39.64874710663264,44.618083641142896,23.502571867005628,0,1685336692017.0,4.0
53.017898010968366,121.8419517055198,39.64874710663264,44.11991375935331,23.64100042417203,0,1685336692026.0,5.0
53.00374305850123,121.84770726730642,41.32560433137323,43.896399609720376,23.62268182053757,0,1685336692110.0,5.0
52.95650375762282,121.86723855270752,41.32560433137323,43.792073933472,23.535931429368723,0,1685336692112.0,5.0
52.89077569117683,121.89310305943954,40.109746262016856,43.89637342709215,23.330958332519657,0,1685336692115.0,5.0
52.8204987154615,121.91805901398666,43.386576769730965,44.036085995219054,23.101771382605634,0,1685336692197.0,5.0
52.74370674360699,121.94497432195402,43.386576769730965,44.20225980015625,22.853564358507235,0,1685336692205.0,5.0
52.66165717164021,121.97225072532125,38.11207707011846,44.56214521656701,22.494459738800654,0,1685336692290.0,5.0
52.64056268457583,121.97884414964815,38.11207707011846,45.08333936852798,22.042063846686407,0,1685336692294.0,5.0
52.57698124523103,121.9980612049743,38.11207707011846,45.532585531481516,21.628287690212304,0,1685336692295.0,5.0
52.498157442163794,122.02537111136118,38.5900228814363,45.91393513782134,21.251196169977483,0,1685336692333.0,5.0
52.441018107202886,122.0527489424886,38.86997482561188,46.32127857348241,20.857278217796505,0,1685336692339.0,5.0
52.41046091587719,122.06611637555773,41.66578233531726,46.69961681600809,20.4777641965101,0,1685336692381.0,5.0
52.39513199782838,122.07942699314884,45.898684009313186,47.23403171823886,20.008905001008955,0,1685336692470.0,5.0
52.37974985064823,122.0968030066242,46.940080005312666,47.938750999318636,19.44272181944481,0,1685336692476.0,5.0
52.37267301785192,122.102152292355,49.639104058255825,48.678500147143744,18.855439380782926,0,1685336692558.0,5.0
52.36567899044717,122.1061753028977,49.639104058255825,49.496898767798925,18.222663579070677,0,1685336692559.0,5.0
52.347583516372296,122.11693583807508,49.639104058255825,50.06769414451746,17.72172201427535,0,1685336692564.0,5.0
52.31168215511062,122.13128548978692,53.24631916974275,50.34486042680511,17.377986473478117,0,1685336692651.0,5.0
52.25495450341515,122.15209481337844,54.28131723535515,50.514286737007595,17.089972327611967,0,1685336692657.0,5.0
52.190298163647896,122.17635203966915,48.45368755892699,50.479272664189274,16.910363990591524,0,1685336692695.0,5.0
52.1219212475962,122.2038631640874,48.45368755892699,50.397738940812225,16.754015507483743,0,1685336692700.0,5.0
52.04885669224127,122.23607746045326,40.959013003943866,50.28085762051139,16.614887109784302,0,1685336692784.0,5.0
51.9734431747833,122.27300078396016,40.959013003943866,49.9620633362787,16.583335963989608,0,1685336692789.0,5.0
51.89839255897541,122.31296403471968,30.668355566690536,49.47046877617917,16.64373798930363,0,1685336692917.0,5.0
51.826607475795946,122.3520359238309,33.18906893424186,49.09340196745374,16.638902423608346,0,1685336692965.0,5.0
51.76605375124149,122.38272652861474,33.18906893424186,48.83079505067668,16.568827088750602,0,1685336692970.0,5.0
51.72912463012717,122.39716911681568,37.16430648137441,48.560244414341604,16.500727332905758,0,1685336693008.0,5.0
51.70976696598486,122.4003443127427,37.914612108112834,48.35111451730203,16.396672762297047,0,1685336693014.0,5.0
51.688079831110265,122.40218284989578,38.851158581762974,47.98750649271161,16.374635671074053,0,1685336693054.0,6.0
51.67369673559496,122.4031651578043,38.42698563803121,47.45239223426561,16.443995798614292,0,1685336693100.0,6.0
51.67022549739557,122.40422943867247,38.42698563803121,46.908569801899425,16.515803628205376,0,1685336693101.0,6.0
51.65237281251886,122.40842189502558,38.82046651016458,46.30566485950978,16.617627230831516,0,1685336693143.0,6.0
51.62551187132088,122.42072670719855,38.82046651016458,45.88908632211803,16.629524919019545,0,1685336693149.0,6.0
51.57636792372505,122.4451921994924,44.2720027494951,45.7002842395687,16.53033408375155,0,1685336693236.0,6.0
51.53018649725952,122.46839550105383,44.2720027494951,45.58679576585672,16.396811040027902,0,1685336693240.0,6.0
51.51450051075539,122.4764438588686,44.2720027494951,45.62314575963091,16.192382947028946,0,1685336693241.0,6.0
51.4501097372884,122.50862853083387,44.80494431687016,45.70461027573372,15.966247272394725,0,1685336693326.0,6.0
51.38071899378245,122.54333180696815,44.80494431687016,45.82201888931416,15.72318402329524,0,1685336693330.0,6.0
51.30620245538414,122.58251743583452,45.1712675517099,46.0956276112931,15.405322442971618,0,1685336693369.0,6.0
51.22842154006472,122.62424304905969,44.06565999608824,46.50661280366327,15.021561122705167,0,1685336693374.0,6.0
51.15115042684572,122.66545659428972,36.4151518976349,46.81451867838253,14.6932954845502,0,1685336693461.0,6.0
51.08536802977908,122.7064156331401,35.06494936434001,47.01719730625511,14.422069608092466,0,1685336693506.0,6.0
51.043434153102005,122.73821378171128,35.06494936434001,47.22074716497187,14.154056722410111,0,1685336693509.0,6.0
51.02265016952132,122.75162375455388,44.35856322460131,47.36649374275544,13.919086330912252,0,1685336693594.0,6.0
51.00927796819106,122.766594872964,44.35856322460131,47.62956146013504,13.62979117722892,0,1685336693600.0,6.0
50.99785041660621,122.78080489647024,49.83830686538235,48.02419892297715,13.279151114838928,0,1685336693684.0,6.0
50.98674343263189,122.79195473398164,49.83830686538235,48.41615079672259,12.934742598306912,0,1685336693691.0,6.0
50.96628084761765,122.80767595956698,51.28327180731462,48.846189028284606,12.576362626256103,0,1685336693728.0,6.0
50.92831467892982,122.8341109909138,51.28327180731462,49.18682643214211,12.321076460307054,0,1685336693732.0,6.0
50.87433898717783,122.86832136248655,52.71855871804941,49.41115935538253,12.18805954223107,0,1685336693821.0,6.0
50.81526553573817,122.9051833749669,52.71855871804941,49.609073888888574,12.107737286070241,0,1685336693825.0,6.0
50.75222056112703,122.94530899796676,43.075662479082865,49.74056344338358,12.115819690912652,0,1685336693912.0,6.0
50.68465723525465,122.98997809931387,42.37626256396754,49.848898183892956,12.160519343598656,0,1685336693916.0,6.0
50.61504465014152,123.03825159935676,42.03316245327599,49.939711536391435,12.238222298908846,0,1685336693954.0,6.0
50.54543061940744,123.08813568590632,35.96703556100523,49.9547588994047,12.407663106126437,0,1685336694044.0,7.0
50.48097121818616,123.13420102712068,35.96703556100523,49.90156516003264,12.659930348699506,0,1685336694049.0,7.0
50.45285767096099,123.15111395029808,38.20060654897702,49.92532816424015,12.884290832966027,0,1685336694135.0,7.0
50.43022310798088,123.16249583857976,38.20060654897702,50.029192847565305,13.080586779814421,0,1685336694136.0,7.0
50.40314072157395,123.17312727855824,38.20060654897702,50.14674792102641,13.297985966595878,0,1685336694140.0,7.0
50.3799184656932,123.17767977123384,40.268206141511655,50.31405955927799,13.50996266107203,0,1685336694178.0,7.0
50.36193783848266,123.18200866041288,40.268206141511655,50.429855591823106,13.79890723955841,0,1685336694184.0,7.0
50.34683030976238,123.18584700597567,39.08316026582976,50.48578231724266,14.171967645902983,0,1685336694269.0,7.0
50.32526380548109,123.1978117939096,39.88740188423431,50.56155827475878,14.567265293520949,0,1685336694274.0,7.0
50.286029188849845,123.22455765422244,45.24668521034407,50.633852980759045,15.004417348013694,0,1685336694361.0,7.0
50.231077281273365,123.2613298082532,45.24668521034407,50.6900222619312,15.340466961832758,0,1685336694366.0,7.0
50.17313299639908,123.29958833397714,47.32837616004129,50.737454038768256,15.554844984505198,0,1685336694403.0,7.0
50.11184966200045,123.33929540775506,45.11145625439066,50.76508993481217,15.729383708620295,0,1685336694451.0,7.0
50.04552029669584,123.38336810440316,47.17142333626251,50.771382397541515,15.821544326717962,0,1685336694494.0,7.0
49.97563390343508,123.4311802964925,46.93439244790831,50.78168014506088,15.900218615515282,0,1685336694539.0,7.0
49.90417641390796,123.48007380498626,46.93439244790831,50.79494510522175,15.970263465126806,0,1685336694546.0,7.0
49.83868724680002,123.52862084166742,40.28120568410331,50.79739272176904,15.95862451901993,0,1685336694632.0,7.0
49.79373480005952,123.5719474448438,40.79845133768484,50.79405717905838,15.877935802369196,0,1685336694638.0,7.0
49.77055420859346,123.59480642776585,45.21061154730383,50.76210892701952,15.856554686767772,0,1685336694716.0,7.0
49.76075995655437,123.61116579948876,45.21061154730383,50.698151682589014,15.89461325878487,0,1685336694722.0,7.0
49.75041142609864,123.63029683863152,50.89110258456441,50.61646631589645,15.937172184973008,0,1685336694850.0,7.0
49.74093216075266,123.64233154573252,50.89110258456441,50.510408275058026,16.015267441144253,0,1685336694853.0,7.0
49.72735730507769,123.65841959208188,54.002504632305445,50.388797534642805,16.032776418803156,0,1685336694896.0,7.0
49.70118141884874,123.6835752746352,54.002504632305445,50.252605257711245,15.982088573474174,0,1685336694902.0,7.0
49.65816408935556,123.7216445836165,56.26793130841743,50.091503703556825,15.935828115753079,0,1685336694943.0,7.0
49.645864899143774,123.73227694703355,56.26793130841743,49.90715413822038,15.871572454076555,0,1685336694948.0,7.0
49.60803650438356,123.76530084633144,56.26793130841743,49.83919765030866,15.781324831917425,0,1685336694949.0,7.0
49.55585214795983,123.81239160983358,54.51686526520403,49.900100490112976,15.67151189187381,0,1685336694992.0,7.0
49.50015239192466,123.8647185031347,43.53112669812235,50.02521971100173,15.52908097711076,0,1685336695079.0,8.0
49.442017936068815,123.92185197400988,43.53112669812235,50.254290053052955,15.353077470105195,0,1685336695085.0,8.0
49.383217937527625,123.98136438095906,37.78346716872993,50.50433648202558,15.16400650032505,0,1685336695168.0,8.0
49.32670819463838,124.03839265540438,34.178335766324295,50.771906169510935,14.960065524171192,0,1685336695213.0,8.0
49.27796805304337,124.08072280022202,36.664433241238456,51.13433828927089,14.729950286193523,0,1685336695257.0,8.0
49.25207850233967,124.10260796617855,36.664433241238456,51.576157984542135,14.477181776592781,0,1685336695266.0,8.0
49.23959596667131,124.11321114568644,40.257075354462984,52.001423096277826,14.178653611535728,0,1685336695304.0,8.0
49.22426831824004,124.12523478966614,40.257075354462984,52.41298535099463,13.830739131102122,0,1685336695310.0,8.0
49.22072801756107,124.12706629634836,43.89155079168607,52.84825818732338,13.446328737912628,0,1685336695401.0,8.0
49.1982016625198,124.13817724690516,43.89155079168607,53.28507285051639,13.0183560415518,0,1685336695402.0,8.0
49.179213484220405,124.15670430820175,45.05745012228526,53.80239634045276,12.555652292503728,0,1685336695483.0,8.0
49.14495101883123,124.19321435629251,45.05745012228526,54.40634773378255,12.05854827518325,0,1685336695490.0,8.0
49.09982231433259,124.23958421259408,47.82524293437538,55.04052811375577,11.515991751053996,0,1685336695529.0,8.0
49.05235337202385,124.28715813994782,45.741469072546025,55.72377123793488,10.929187944395508,0,1685336695573.0,8.0
49.0015629333503,124.3381528381926,48.72293636314576,56.138237512586514,10.550976189235552,0,1685336695617.0,8.0
48.946925383899845,124.39425535963002,48.98130122010757,56.2464010524253,10.404981454107459,0,1685336695662.0,8.0
48.88834013501725,124.45357432644192,48.98130122010757,56.211518515924176,10.372910430118322,0,1685336695666.0,8.0
48.82823689958151,124.51344652638824,45.94277960120725,55.94062941983285,10.527097512213356,0,1685336695757.0,8.0
48.7758287252431,124.57150564570644,45.94277960120725,55.604031511443125,10.718852911033038,0,1685336695759.0,8.0
48.74339071293593,124.61756927963556,50.3554021720215,55.21034109750163,10.94200408297341,0,1685336695847.0,8.0
48.72839574036019,124.64065868251274,50.3554021720215,54.58988247356303,11.336325972337207,0,1685336695851.0,8.0
48.72255300283956,124.66035884856636,52.252426386731784,53.77363725306323,11.874270312260142,0,1685336695885.0,8.0
48.716503557461394,124.6770770382272,54.24634694741235,53.01199796927895,12.377644648487612,0,1685336695982.0,8.0
48.69851038048099,124.7061867572373,54.24634694741235,52.30117010072233,12.85135152494241,0,1685336695993.0,8.0
48.671719516604654,124.73504016084452,55.16417584301854,51.53723030417145,13.36574085728478,0,1685336696025.0,9.0
48.66231764959473,124.74474696376676,54.67820708752775,50.77903667024931,13.879557789143362,0,1685336696119.0,9.0
48.63128393348332,124.77809846364632,54.67820708752775,49.82972870565324,14.538512417240446,0,1685336696120.0,9.0
48.586668294060345,124.82732200232611,54.67820708752775,48.67326246334536,15.354049125417852,0,1685336696123.0,9.0
48.53982185352135,124.8814279932772,41.342774446453646,47.45345703514054,16.221819965125942,0,1685336696202.0,9.0
48.4908120052186,124.94204747133612,41.342774446453646,46.12340730226517,17.17661961733839,0,1685336696208.0,9.0
48.44122594257563,125.00733624561002,40.99972839489254,45.20531151135175,17.778695320142695,0,1685336696248.0,9.0
48.39192921808275,125.07469959037029,36.856774034442324,44.76580586088993,17.973859497718703,0,1685336696296.0,9.0
48.34643969937005,125.13832666026497,32.971571872847974,44.52453035471048,17.994811795610133,0,1685336696340.0,9.0
48.32646659195196,125.165017332472,31.63958882418214,44.63507385828933,17.712745745849208,0,1685336696345.0,9.0
48.30878761332675,125.18577980565205,31.63958882418214,44.82837792546038,17.35794920814747,0,1685336696346.0,9.0
48.28562610008511,125.20925872545382,37.334793078838544,45.08870304974728,16.943497881734316,0,1685336696427.0,9.0
48.26623911834931,125.21948874818575,37.334793078838544,45.690008555280365,16.237443762957223,0,1685336696432.0,9.0
48.25022673080242,125.23079022157128,40.605957933687364,46.583047583960585,15.282094455443886,0,1685336696519.0,9.0
48.23788242324704,125.23836317697992,40.69561615124114,47.33480889079514,14.43469173302,0,1685336696525.0,9.0
48.223102350045984,125.25318802064372,42.62115204209475,47.94882095067269,13.691621902085423,0,1685336696611.0,9.0
48.20509608416028,125.27508201676088,42.62115204209475,48.606849080728175,12.904023427299554,0,1685336696613.0,9.0
48.19748311295635,125.2853880073578,42.62115204209475,49.205788097623,12.156749341825117,0,1685336696614.0,9.0
